gdp pc test,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Jordan,528.6885345,528.6885345,528.6885345,528.6885345,528.6885345,528.6885345,528.6885345,528.6885345,528.6885345,528.6885345,528.6885345,528.6885345,528.6885345,528.6885345,528.6885345,528.6885345,528.6885345,528.6885345,528.6885345,528.6885345,528.6885345,530.7718994,532.8634741,534.9632909,537.0713823,539.1877809,541.3125194,543.4456307,545.5871479,547.7371039,549.8955322,552.062466,554.2379388,556.4219844,558.6146365,560.8159291,563.0258961,565.2445718,567.4719904,569.7081865,571.9531946,574.2070495,576.4697859,578.7414389,581.0220437,583.3116355,585.6102498,587.917922,590.2346879,592.5605833,594.8956442,597.2399067,599.593407,601.9561817,604.3282671,606.7097001,609.1005174,611.500756,613.9104531,616.3296459,618.7583718,621.1966684,623.6445735,626.1021248,628.5693605,631.0463186,633.5330374,636.0295555,638.5359115,641.0521441,643.5782922,648.5548263,653.569842,658.6236369,663.7165107,668.8487656,674.0207063,679.2326395,684.4848745,689.7777229,695.1114988,700.4865187,705.9031015,711.3615685,716.8622437,722.4054534,727.9915266,733.6207946,739.2935915,745.0102539,750.7711209,756.5765345,762.426839,768.3223815,774.2635119,780.2505828,786.2839492,792.3639693,798.4910037,804.6654161,810.8875727,817.1578428,823.4765983,829.8442143,836.2610685,842.7275417,849.2440176,855.8108827,862.4285268,869.0973425,875.8177255,882.5900746,889.4147915,896.2922812,908.7005037,921.2805049,934.0346629,946.9653889,960.0751271,973.3663558,986.8415876,1000.50337,1014.354285,1028.396952,1042.634024,1057.068194,1071.702189,1086.538777,1101.580762,1116.830987,1132.292335,1147.96773,1163.860134,1179.972551,1196.308028,1212.869653,1229.660555,1246.68391,1263.942936,1281.440894,1299.181094,1317.166887,1335.401675,1353.888905,1372.63207,1391.634715,1410.900432,1430.432862,1450.235698,1470.312684,1490.667614,1519.549711,1546.907807,1574.414169,1601.522383,1456.60956,1917.526096,1886.080591,1989.850984,2050.050869,2088.366399,2406.717076,2348.009158,2374.590691,2671.520268,2853.277262,2812.0199,2741.796252,2396.393098,2485.396125,2147.053028,2120.33511,2110.856309,2140.756861,2246.176375,2315.088926,2775.300969,2852.351568,3332.552079,3512.684522,4015.317136,4035.49694,4161.415959,4083.580153,4272.229955,4261.300377,4483.232771,4448.679912,4257.363231,3677.473176,3399.095113,3124.264155,3431.593647,3524.165969,3610.782074,3732.13881,3668.741079,3645.379572,3624.61256,3626.381131,3664.557531,3742.828469,3844.917194,3894.250202,4115.51226,4294,4536.261537,4801.668696,5037.166157,5197.529518,5201.959287,5216.837705,5242.518262
Kazakhstan,672.0210964,672.7217085,673.4230511,674.1251249,674.8279307,675.5314691,676.235741,676.9407471,677.6464883,678.3529652,679.0601786,679.7681294,680.4768182,681.1862458,681.8964131,682.6073207,683.3189695,684.0313603,684.7444937,685.4583706,686.1729917,690.5181501,694.890824,699.2911876,703.7194163,708.1756866,712.660176,717.1730632,721.7145281,726.2847515,730.8839157,735.5122039,740.1698006,744.8568912,749.5736626,754.3203027,759.0970007,763.903947,768.741333,773.6093515,778.5081965,783.4380632,788.3991481,793.3916488,798.4157643,803.4716948,808.5596417,813.6798078,818.8323971,824.0176149,829.2356679,834.486764,839.7711124,845.0889236,850.4404097,855.8257838,861.2452605,866.6990558,872.187387,877.7104729,883.2685334,888.86179,894.4904657,900.1547847,905.8549728,911.591257,917.363866,923.1730297,929.0189797,934.901949,940.8221718,946.7798842,952.7753235,958.8087286,964.88034,970.9903996,977.1391509,983.3268389,989.5537101,995.8200126,1002.125996,1008.471912,1014.858013,1021.284554,1027.751791,1034.259981,994.3161473,1162.650875,1118.427345,1039.966243,1035.686547,948.6660516,1038.539678,1176.91653,1338.118431,1238.258846,1363.79661,1340.971562,1376.635699,1460.803063,1429.418622,1465.082759,1592.047088,1482.201545,1639.123749,1450.817104,1386.621657,1332.412169,1455.096801,1510.732855,1612.019005,1489.334373,1609.165874,1690.480107,1614.269938,1661.381679,1477.091634,1296.958508,793.9713945,684.5058794,687.2771583,629.0803021,730.2319806,841.0831352,1065.556723,1331.599494,1495.104947,1557.458722,1637.825809,1656.879474,1731.675826,1747.3622,1720.399195,1785.104784,1948.924236,2228.363477,2379.931014,2577.385442,2570.127895,2674.227944,2562.857118,2514.761719,2467.568894,2421.261705,2375.823531,2331.238065,2287.489304,2541.611782,2871.48971,3136.275018,3397.127587,3354.559446,3510.924523,3601.721775,3713.565243,3960.652348,4263.75062,4275.064258,4515.739979,4386.609941,4716.879385,4899.19477,4949.866227,4764.528039,5306.95394,5539.799205,5743.110426,5933.509802,6219.172407,6247.146536,6665.24766,6775.519488,6746.406547,7244.185395,7318.130612,7205.066098,7407.198545,7446.92669,7499.960454,7335.862631,7220.235536,7162.298757,7212.903072,7314.4742,7273.289895,7208.287445,7372.450822,7338.249611,7368.026409,7374.522893,7085.497707,6265.356243,5919.908968,5404.826359,4802.480944,4492.990665,4567.927635,4709.057407,4691.519132,4870.086404,5366.02455,6082.300961,6667.304371,7272.720533,7930.085054,8699,9538.347526,10267.45401,10477.18275,10463.21244,11040.26145,11635.56973,11982.65267
Kenya,512.928242,512.928242,512.928242,512.928242,512.928242,512.928242,512.928242,512.928242,512.928242,512.928242,512.928242,512.928242,512.928242,512.928242,512.928242,512.928242,512.928242,512.928242,512.928242,512.928242,512.928242,515.3334109,517.7498577,520.1776356,522.6167975,525.0673969,527.5294873,530.0031228,532.4883573,534.9852454,537.4938415,540.0142008,542.5463782,545.0904293,547.6464096,550.2143752,552.7943822,555.3864871,557.9907467,560.6072178,563.2359578,565.8770243,568.5304749,571.1963679,573.8747614,576.5657142,579.2692851,581.9855333,584.7145183,587.4562997,590.2109376,592.9784923,595.7590243,598.5525945,601.3592639,604.1790941,607.0121468,609.8584839,612.7181678,615.591261,618.4778263,621.3779271,624.2916267,627.2189889,630.1600778,633.1149578,636.0836934,639.0663498,642.062992,645.0736859,648.0984971,651.137492,654.190737,657.258299,660.340245,663.4366426,666.5475595,669.6730638,672.8132238,675.9681084,679.1377865,682.3223275,685.5218012,688.7362774,691.9658267,695.2105196,698.4704272,701.7456208,705.0361721,708.3421531,711.6636361,715.0006939,718.3533995,721.7218262,725.1060478,728.5061384,731.9221723,735.3542242,738.8023694,742.2666833,745.7472417,749.2441207,752.7573969,756.2871473,759.8334489,763.3963795,766.976017,770.5724398,774.1857265,777.8159563,781.4632085,785.1275631,788.8091001,792.5079003,793.557188,794.607865,795.6599331,796.7133941,797.7682499,798.8245024,799.8821534,800.9412047,802.0016581,803.0635157,804.1267791,805.1914503,806.2575312,807.3250235,808.3939293,809.4642502,810.5359883,811.6091454,812.6837233,813.759724,814.8371493,815.9160012,816.9962814,818.077992,819.1611347,820.2457116,821.3317244,822.4191751,823.5080656,824.5983979,825.6901737,826.783395,827.8780638,828.974182,830.0717514,831.170774,832.2712517,986.6038802,853.540919,809.4432328,878.5959734,918.3691347,941.4625714,944.4383152,926.8443947,921.3427949,928.1066532,878.1542782,896.9663732,912.8599631,970.1401946,950.1632152,1038.147867,1056.736457,1096.541208,1126.707878,1170.439889,1203.439351,1222.359968,1240.760201,1255.4889,1204.844899,1206.848849,1267.613204,1328.71507,1325.064539,1344.167465,1321.861983,1348.225791,1305.719495,1279.51348,1286.556207,1330.645003,1361.936856,1396.422336,1413.696976,1428.995574,1402.955382,1341.921721,1305.892414,1309.874121,1335.672769,1361.065432,1360.485021,1355.293048,1346.864615,1318.489871,1304.011969,1287.514732,1291.423304,1317.4731,1359,1402.772465,1457.042561,1436.098669,1432.29552,1471.325641,1491.87663,1517.697544
Kiribati,505.8402948,505.8402948,505.8402948,505.8402948,505.8402948,505.8402948,505.8402948,505.8402948,505.8402948,505.8402948,505.8402948,505.8402948,505.8402948,505.8402948,505.8402948,505.8402948,505.8402948,505.8402948,505.8402948,505.8402948,505.8402948,507.482982,509.1310037,510.7843773,512.4431201,514.1072496,515.7767833,517.4517386,519.1321333,520.817985,522.5093114,524.2061303,525.9084595,527.6163169,529.3297204,531.0486882,532.7732382,534.5033886,536.2391575,537.9805633,539.7276242,541.4803585,543.2387848,545.0029214,546.772787,548.5484001,550.3297794,552.1169436,553.9099116,555.7087021,557.5133341,559.3238265,561.1401984,562.9624688,564.790657,566.6247821,568.4648634,570.3109203,572.1629721,574.0210384,575.8851387,577.7552924,579.6315195,581.5138394,583.4022721,585.2968373,587.1975551,589.1044453,591.017528,592.9368234,594.8623515,596.7941327,598.7321873,600.6765355,602.627198,604.5841951,606.5475474,608.5172756,610.4934004,612.4759425,614.4649228,616.4603622,618.4622817,620.4707023,622.4856452,624.5071314,626.5351823,628.5698192,630.6110635,632.6589366,634.71346,636.7746554,638.8425444,640.9171487,642.9984902,645.0865907,647.1814723,649.2831568,651.3916664,653.5070233,655.6292497,657.7583679,659.8944003,662.0373693,664.1872975,666.3442075,668.5081219,670.6790635,672.8570551,675.0421196,677.23428,679.4335592,681.6399806,683.8535671,708.2980255,733.616255,759.8394889,787.0000765,815.1315238,844.2685344,874.4470521,905.704306,938.0788556,971.6106387,1006.341021,1042.312846,1079.570491,1118.159916,1158.128726,1199.526228,1242.403491,1286.813408,1332.810765,1380.452305,1429.7968,1480.905122,1533.84032,1588.667695,1645.454883,1704.271939,1765.19142,1828.288478,1893.64095,1961.329458,2031.437502,2104.05157,2179.26124,2257.159292,2337.841823,2421.408364,2507.962004,2597.609519,2690.461499,2786.632488,2886.241125,2989.41029,3096.267253,3206.943836,3321.576571,3440.306872,3563.281208,3690.651282,3822.574219,3959.212764,4100.735476,4247.316941,4399.137985,4556.385896,4719.25466,4887.945195,5062.665601,4837.571378,5315.884246,6310.514966,8997.69847,9288.136906,6653.380509,6198.973533,6112.33432,5268.939516,2853.003823,2683.4064,2879.409895,2528.868447,2650.579327,2457.668613,2423.255416,2279.682066,2618.341858,2331.94959,2328.892261,2430.376337,2406.710869,2501.855866,2659.950704,2478.999738,2755.12344,2948.922816,3355.573322,3566.503435,3501.646765,3490.143712,3608.894083,3503.395986,3382.018351,3377,3357.175946,3311.64222,3175.279344,3044.813326,3031.819106,3036.74477,3063.645953
"Korea, Dem. Rep.",698.182626,698.182626,698.182626,698.182626,698.182626,698.182626,698.182626,698.182626,698.182626,698.182626,698.182626,698.182626,698.182626,698.182626,698.182626,698.182626,698.182626,698.182626,698.182626,698.182626,698.182626,698.2758599,698.3691063,698.4623652,698.5556365,698.6489202,698.7422164,698.8355251,698.9288462,699.0221798,699.1155259,699.2088844,699.3022554,699.3956388,699.4890347,699.5824431,699.675864,699.7692973,699.8627432,699.9562015,700.0496722,700.1431555,700.2366513,700.3301595,700.4236802,700.5172134,700.6107591,700.7043173,700.797888,700.8914712,700.9850668,701.078675,701.1722957,701.2659289,701.3595745,701.4532327,701.5469034,701.6405866,701.7342823,701.8279905,701.9217113,702.0154445,702.1091903,702.2029486,702.2967194,702.3905027,702.4842986,702.5781069,702.6719278,702.7657613,702.8596072,705.5414976,708.2336212,710.9360171,713.6487245,716.3717828,719.1052313,721.8491099,724.6034582,727.3683162,730.1437241,732.9297221,735.7263505,738.53365,741.3516612,744.1804251,747.0199827,749.8703751,752.7316437,755.6038301,758.4869757,761.3811226,764.2863126,767.2025879,770.1299907,773.0685637,776.0183492,778.9793903,781.9517297,784.9354106,787.9304764,790.9369703,793.9549361,796.9844175,800.0254584,803.078103,806.1423955,809.2183804,812.3061023,815.4056059,818.5169363,821.6401385,847.1381291,870.2851468,899.7587455,1041.599176,1008.439543,1103.933668,1176.727632,1239.713122,1066.580354,1137.417786,1032.692336,1093.067231,1087.073188,1074.394211,1101.50209,1135.630943,1130.169933,1057.740202,989.5387065,983.173777,973.2595771,1163.694561,1149.312551,1239.308899,1340.226017,1465.641286,1528.9638,1368.294438,1530.611541,1538.830435,1517.347416,1526.609443,1448.354875,674.4368917,682.1895644,718.9810423,773.1480101,829.5001422,870.4686029,727.3794118,777.3741933,1003.707487,1059.235639,1109.065558,1097.166873,1158.477762,1192.588315,1208.848433,1200.316592,1228.726859,1234.31789,1313.130849,1396.145746,1452.073355,1596.727768,1684.123223,1866.237992,2115.060986,2261.676508,2937.811087,3002.05114,3331.857928,3372.761631,3372.761631,3372.761631,3372.761631,3372.761631,3372.761631,3372.761631,3372.761631,3372.761631,3372.761631,3372.761631,3372.761631,3372.761631,3372.761631,3372.761631,3372.761631,3372.761631,3372.761631,3060.575302,3018.397442,2300,2000,1808.770562,1690.756814,1693.000645,1705.915232,1689.942294,1667.401541,1646.758151,1628.351738,1611.774334,1596.676448,1571.272264,1544.469677,1584.552306,1562.903509,1548.619789,1540.440188,1540.440188
"Korea, Rep.",596.007469,596.007469,596.007469,596.007469,596.007469,596.007469,596.007469,596.007469,596.007469,596.007469,596.007469,596.007469,596.007469,596.007469,596.007469,596.007469,596.007469,596.007469,596.007469,596.007469,596.007469,596.0870587,596.166659,596.2462699,596.3258915,596.4055237,596.4851665,596.56482,596.6444841,596.7241588,596.8038442,596.8835402,596.9632468,597.0429641,597.1226921,597.2024307,597.2821799,597.3619398,597.4417104,597.5214916,597.6012834,597.6810859,597.7608991,597.8407229,597.9205574,598.0004025,598.0802583,598.1601248,598.2400019,598.3198897,598.3997882,598.4796973,598.5596171,598.6395476,598.7194888,598.7994406,598.8794031,598.9593763,599.0393601,599.1193547,599.1993599,599.2793758,599.3594024,599.4394397,599.5194877,599.5995463,599.6796157,599.7596957,599.8397864,599.9198879,600,602.2894106,604.5875568,606.8944721,609.2101898,611.5347436,613.8681671,616.2104942,618.5617589,620.9219953,623.2912376,625.6695202,628.0568776,630.4533443,632.8589553,635.2737453,637.6977493,640.1310026,642.5735404,645.0253982,647.4866115,649.957216,652.4372475,654.9267421,657.4257358,659.9342648,662.4523657,664.9800748,667.5174288,670.0644646,672.621219,675.1877292,677.7640325,680.350166,682.9461675,685.5520745,688.1679248,690.7937563,693.4296072,696.0755157,698.7315201,701.397659,723.16416,742.92374,768.0840409,889.1669109,860.8600065,942.3790952,1004.520066,1058.287979,910.4922318,970.9629984,881.5635374,933.102901,927.986053,917.1625739,940.3033654,969.4376494,964.7758287,902.9457867,844.7252023,839.2917449,830.8284332,993.3943132,981.1170302,1057.942911,1144.091369,1251.152809,1305.208424,1168.052132,1306.615027,1313.631131,1295.292033,1303.198614,1236.396168,575.7367913,582.3549034,613.7621524,660.0020847,708.1073947,743.0803483,689.2501435,736.168496,950.5341331,1003.252513,1049.97471,1038.59218,1096.878632,1129.647896,1145.069459,1137.181762,1163.275468,1169.356137,1243.280249,1321.705052,1374.805634,1511.675179,1594.310938,1767.771262,2002.831664,2141.387164,2319.112689,2458.070522,2844.097165,3055.763194,3224.588322,3568.13217,3898.852932,4224.430282,4492.057044,4331.2404,4557.750601,4859.119413,5372.572359,5803.799723,6162.178633,6849.490549,7611.743158,8440.732925,8947.836669,9764.393014,10622.04026,11145.52944,11701.45469,12609.42784,13674.02832,14574.12004,15201.62411,14358.58633,15691.65666,16995.91758,17784.0793,18871.177,19485.28008,20442.74085,21342,22338.68196,23370.06787,23735.77029,23698.79595,25080.3515,25799.11888,26199.40356
"Korea, United",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7681.000038,5453.785065,3825.313892,2709.23656,2577.782237,2696.143406,2875.446883,3062.185404,2796.272738,2172.002738,2319.461863,2966.042459,3072.660595,2943.999388,2960.310843,3095.294802,3189.519857,3351.721109,3526.084597,3624.270626,3762.324633,3962.633166,4041.885829
Kuwait,661.9023758,662.0585628,662.2147867,662.3710474,662.5273451,662.6836796,662.8400509,662.9964592,663.1529044,663.3093865,663.4659056,663.6224615,663.7790544,663.9356843,664.0923511,664.2490549,664.4057957,664.5625734,664.7193882,664.8762399,665.0331287,668.9050393,672.7994926,676.71662,680.6565535,684.6194257,688.6053703,692.6145216,696.6470147,700.7029855,704.7825707,708.8859078,713.0131351,717.1643916,721.3398173,725.5395529,729.7637399,734.0125206,738.2860383,742.584437,746.9078616,751.2564577,755.6303719,760.0297516,764.454745,768.9055014,773.3821707,777.8849037,782.4138522,786.9691689,791.5510072,796.1595215,800.7948673,805.4572006,810.1466787,814.8634595,819.6077021,824.3795663,829.1792128,834.0068036,838.8625012,843.7464693,848.6588726,853.5998765,858.5696476,863.5683533,868.5961622,873.6532436,878.739768,883.8559069,889.0018326,894.1777185,899.3837391,904.6200699,909.8868873,915.1843687,920.5126929,925.8720392,931.2625883,936.684522,942.1380228,947.6232746,953.1404623,958.6897718,964.2713902,969.8855054,975.5323067,981.2119845,986.9247301,992.6707361,998.450196,1004.263305,1010.110258,1015.991253,1021.906488,1027.856163,1033.840477,1039.859633,1045.913833,1052.003281,1058.128183,1064.288745,1070.485174,1076.71768,1082.986472,1089.291762,1095.633763,1102.012687,1108.42875,1114.882169,1121.37316,1127.901942,1134.468736,1141.073763,1147.717245,1154.399406,1161.120471,1167.880668,1174.680223,1181.519367,1188.398328,1195.31734,1202.276635,1209.276448,1216.317015,1223.398573,1230.521361,1237.685619,1244.891588,1252.139511,1259.429632,1266.762198,1274.137454,1281.555651,1289.017037,1296.521864,1304.070385,1311.662855,1319.299529,1898.834526,2732.944625,3933.458245,5661.327209,8148.205415,11727.50647,16879.10417,24293.66877,34965.26452,50324.62303,72430.96022,104248.0536,107493.38,108382.3529,113211.8816,119849.2934,116444.4039,118681.3003,113523.1329,107961.2738,106738.8971,104014.691,94263.18294,95458.11176,91444.07301,91341.82533,84952.1083,86817.70825,80894.88326,80502.14146,75675.70985,110805.2333,111654.8313,109347.867,96344.50795,79178.57752,65562.3357,65578.19595,59265.47714,59706.33216,63804.60923,47907.19363,37146.476,31354.03573,32366.58131,32575.65063,29473.68439,30593.24186,28118.42998,27895.53085,28764.50908,22095.96056,29268.86619,34932.91959,44804.87414,46467.09099,44959.08487,41620.23901,40300.61996,38056.53405,36011.2695,36397.95992,35249.64079,35110.10566,39560.78925,42275.63876,44947,45415.62198,45069.24819,45620.59639,41868.14281,39766.96425,41127.11597,42045.05924
Kyrgyzstan,379.8734605,380.2694956,380.6659437,381.062805,381.4600801,381.8577694,382.2558733,382.6543922,383.0533266,383.4526769,383.8524435,384.2526269,384.6532276,385.0542458,385.4556822,385.8575371,386.2598109,386.6625041,387.0656171,387.4691504,387.8731044,391.230714,394.6173886,398.0333799,401.4789415,404.9543296,408.4598022,411.9956198,415.5620451,419.159343,422.7877808,426.447628,430.1391566,433.8626408,437.6183571,441.4065847,445.227605,449.0817018,452.9691614,456.8902727,460.8453269,464.8346179,468.8584421,472.9170983,477.0108882,481.1401158,485.305088,489.506114,493.7435061,498.0175791,502.3286504,506.6770403,511.0630719,515.487071,519.9493663,524.4502893,528.9901744,533.5693589,538.1881829,542.8469895,547.546125,552.2859384,557.0667818,561.8890103,566.7529824,571.6590592,576.6076053,581.5989884,586.6335791,591.7117516,596.8338832,602.0003542,607.2115487,612.4678536,617.7696596,623.1173605,628.5113535,633.9520395,639.4398226,644.9751104,650.5583143,656.189849,661.8701328,667.5995879,673.3786397,679.2077177,685.0872549,691.0176882,696.999458,703.0330087,709.1187887,715.2572501,721.4488488,727.6940448,733.9933022,740.3470888,746.7558768,753.2201422,759.7403653,766.3170305,772.9506264,779.6416457,786.3905856,793.1979475,800.064237,806.9899644,813.975644,821.0217949,828.1289406,835.297609,842.5283328,849.821649,857.1780996,864.5982311,880.4615014,896.6158241,913.0665392,929.8190848,946.8789989,964.2519208,981.9435934,999.9598651,1018.306692,1036.990137,1056.016379,1075.391706,1095.122523,1115.215352,1135.676836,1156.513738,1177.732946,1199.341475,1221.346468,1243.755199,1266.575076,1289.813642,1313.478578,1337.577709,1362.119,1387.110564,1412.560662,1438.477708,1464.870268,1491.747067,1519.11699,1546.989084,1575.372564,1604.276811,1633.71138,1663.686002,1694.210586,1726.828855,1760.075117,1793.961462,1828.500214,1863.703932,1899.585421,1936.157727,1973.434153,2011.428253,2050.153846,2089.625014,2129.856112,2170.86177,2212.656902,2255.256706,2298.676675,2342.9326,2388.040574,2434.017002,2480.878604,2528.642422,2577.325827,2626.946524,2621.701221,2616.466392,2611.242015,2606.02807,2600.824536,2595.631392,2590.448617,2585.276191,2580.114093,2574.962302,2569.820798,2564.68956,2559.568567,2554.4578,2549.357238,2544.26686,2539.186647,2303.790284,1965.215767,1662.539676,1329.558938,1244.98871,1314.25323,1424.142201,1433.63333,1466.01089,1527.822309,1592.294782,1573.725046,1659.096212,1753.521614,1728,1761.741284,1897.204605,2018.200549,2049.898504,2018.144688,2118.052813,2078.208242
Laos,748.5419779,748.5419779,748.5419779,748.5419779,748.5419779,748.5419779,748.5419779,748.5419779,748.5419779,748.5419779,748.5419779,748.5419779,748.5419779,748.5419779,748.5419779,748.5419779,748.5419779,748.5419779,748.5419779,748.5419779,748.5419779,748.7302955,748.9186605,749.1070729,749.2955326,749.4840398,749.6725944,749.8611965,750.049846,750.2385429,750.4272873,750.6160792,750.8049186,750.9938055,751.18274,751.3717219,751.5607514,751.7498285,751.9389531,752.1281253,752.3173452,752.5066126,752.6959276,752.8852902,753.0747005,753.2641585,753.4536641,753.6432173,753.8328183,754.022467,754.2121634,754.4019075,754.5916993,754.7815389,754.9714262,755.1613613,755.3513442,755.5413749,755.7314534,755.9215798,756.1117539,756.3019759,756.4922458,756.6825635,756.8729291,757.0633426,757.253804,757.4443133,757.6348706,757.8254757,758.0161289,758.20683,758.3975791,758.5883761,758.7792212,758.9701143,759.1610554,759.3520445,759.5430817,759.734167,759.9253003,760.1164817,760.3077112,760.4989888,760.6903145,760.8816884,761.0731104,761.2645806,761.4560989,761.6476655,761.8392802,762.0309431,762.2226543,762.4144136,762.6062213,762.7980771,762.9899813,763.1819337,763.3739344,763.5659834,763.7580807,763.9502264,764.1424204,764.3346627,764.5269535,764.7192925,764.91168,765.1041159,765.2966002,765.4891329,765.6817141,765.8743437,766.0670217,766.2597483,766.4525233,766.6453468,766.8382188,767.0311394,767.2241085,767.4171261,767.6101923,767.8033071,767.9964704,768.1896824,768.382943,768.5762521,768.7696099,768.9630164,769.1564715,769.3499753,769.5435277,769.7371289,769.9307788,770.1244773,770.3182246,770.5120207,770.7058655,770.8997591,771.0937014,771.2876926,771.4817325,771.6758213,771.8699589,772.0641453,772.2583806,772.4526648,772.6469978,772.8413797,773.0358106,773.2302903,773.424819,783.0490935,792.3186185,801.1824498,809.6514206,818.3068762,825.8966539,833.5978748,841.5852504,848.9273597,856.7453444,864.9973592,873.1201255,881.1090465,889.9652191,898.146833,907.1285234,915.9052548,924.9129318,934.0947285,943.4225206,952.8707875,962.4132478,971.7396762,980.5283893,988.7433444,1014.854467,1035.542518,1054.453416,1080.341715,1105.43037,1124.56845,1134.145682,1141.248416,1149.386551,1158.946127,1161.605454,1164.213492,1167.061326,1169.79038,1172.379996,1174.519938,1202.563209,1287.377824,1329.353631,1361.777511,1359.284351,1394.817202,1401.084424,1472.454048,1518.254156,1565.33636,1616.381658,1668.495357,1732.373225,1811,1937.835072,2058.165903,2185.006729,2314.282805,2466.641376,2628.014227,2807.047526
